Suzuki,Swift,Carburador ‐ (GLX / Sedã) ‐ gasolina ‐ automático / mecânico,90 ‐‐ 93,JFA0811,JFO0898,,JFCW00,,,,
Nome da Montadora,Nome do Modelo,Classificação do Modelo,Ano,Filtro do Ar,Filtro do Óleo,Filtro do Óleo Opcional,Filtro do Combustível,Filtro de Combustível Opcional,Filtro de Cabine,Filtro de Cabine com Carvão,Posição
Suzuki,Swift,Carburador ‐ gasolina ‐ mecânico,88 ‐‐ 90,JFA0811,JFO0601,,JFCW00,,,,
Suzuki,SX4,‐‐,2009 ‐‐>,JFA0885,JFO0898,,,,AKX1973,,F
Suzuki,Vitara,‐‐,2017 ‐‐>,FAP2812,JFO0898,,FCI1622,,AKX1986,,D
Suzuki,Vitara,(JLX Canvas / JLX Metal) ‐ gasolina ‐ automático / mecânico,92 ‐‐ 99,JFA0810,JFO0898,,JFC811,,,,
Suzuki,Vitara,(JLX Canvas / JLX Metal) ‐ gasolina ‐ automático / mecânico,93 ‐‐ 98,JFA0898,JFO0898,,JFC811,,,,
Suzuki,Vitara,(JLX) ‐ gasolina ‐ automático / mecânico,96 ‐‐ 99,JFA0898,JFO0898,,JFC811,,,,
Suzuki,Vitara,Carburador ‐ (JLX) ‐ gasolina ‐ automático / mecânico,88 ‐‐ 95,JFA0814,JFO0898,,,,,,
Suzuki,Vitara,gasolina ‐ automático / mecânico,95 ‐‐ 98,JFA0897,JFO0898,,JFC811,,,,
Suzuki,Vitara,Turbo ‐ (4Sport / 4Sport ALLGRIP) ‐ gasolina ‐ automático / mecânico,2017 ‐‐>,JFA0817,JFO0604,,FCI1622,,AKX1986,,D
Suzuki,Vitara,Turbo diesel ‐ (JLX) ‐ gasolina ‐ automático / mecânico,1998,JFA0897,JFO0895,,JFC901,,,,
Suzuki,Wagon,gasolina ‐ automático / mecânico,1999,JFA0889,JFO0898,,,,,,
Suzuki,X90,gasolina ‐ mecânico,1996,JFA0898,JFO0898,,JFC811,,,,
TAC,Stark,4WD TDI Turbo diesel ‐ mecânico,2010 ‐>,WR317,WO421,WO331,FCD0771,FCD0771/1,AKX35321,AKX35321/C,A
TAC,Stark,4WD TDI Turbo diesel ‐ mecânico,2010 ‐‐>,WR317,WO421,WO331,FCD0771,FCD0771/1,AKX35321,AKX35321/C,A
Toyota,Bandeirante,(Jeep / Pick Up) ‐ diesel ‐ mecânico,91 ‐‐ 96,WAP161,WOE007,,FCD0715/1,,,,
Toyota,Bandeirante,(Jeep / Pick Up) ‐ diesel ‐ mecânico,97 ‐‐ 01,WAP161,JFO0206,WO350,JFC248,,,,
Toyota,Camry,‐‐,02 ‐‐ 06,JFA0298,JFO0211,WO153,JFC227,,AKX1966,,D
Toyota,Camry,‐‐,07 ‐‐ 11,JFA0257,JFO0211,WO153,JFC235/1,,AKX1965,AKX1965/C,D
Toyota,Camry,‐‐,2006 ‐‐>,JFA0993,WOE802,,JFC235/1,,AKX1965,AKX1965/C,D
Toyota,Camry,‐‐,91 ‐‐ 96,JFA0298,JFO0210,,JFC227,,,,
Toyota,Camry,‐‐,96 ‐‐ 97,JFA0298,JFO0211,WO153,JFC227,,,,
Toyota,Camry,‐‐,97 ‐‐ 01,JFA0298,JFO0211,WO153,JFC246/1,,,,
Toyota,Camry,gasolina ‐ automático,1993,JFA0298,JFO0210,,JFC514,,,,
Toyota,Camry,gasolina ‐ automático,86 ‐‐ 88,JFA0609,JFO0210,,,,,,
Toyota,Camry,Turbo diesel ‐ automático,84 ‐‐ 88,JFA0238,JFO0212,,JFC215,,,,
Toyota,Celica,‐‐,85 ‐‐ 89,JFA0238,JFO0210,,JFC235,,,,
Toyota,Celica,‐‐,93 ‐‐ 96,JFA0298,JFO0214,,JFC590,,,,
Toyota,Celica,(ST) ‐ gasolina ‐ automático / mecânico,1993,JFA0298,JFO0214,,JFC590,,,,
Toyota,Corolla,‐‐,93 ‐‐ 96,JFA0238,JFO0210,,JFC235,,,,
Toyota,Corolla,(GLi / XEi / Altis Premium) – automático ‐ flex,2020 ‐‐>,FAP4059,JFO0218,,FCI1660,,AKX1967,AKX1967/C,
Toyota,Corolla,(GLI) ‐ gasolina ‐ automático / mecânico,97 ‐‐ 01,JFA0249,JFO0210/1,,JFC235,,AKX1961,,D
Toyota,Corolla,(GTI) ‐ gasolina ‐ automático / mecânico,87 ‐‐ 93,JFA0239,JFO0214,,JFC235,,,,
Toyota,Corolla,(Hybrid / Altis / Premium) ‐ automático,2019 ‐‐>,FAP4042,JFO0210,,FCI1660,,AKX1965,AKX1965/C,D
Toyota,Corolla,(LE / WG) ‐ gasolina ‐ automático / mecânico,92 ‐‐ 00,JFA0249,JFO0210,,JFC235,,AKX1963,AKX1963/C,
Toyota,Corolla,(LE) ‐ gasolina ‐ automático / mecânico,95 ‐‐ 97,JFA0249,JFO0H00,,,,AKX1963,AKX1963/C,
Toyota,Corolla,(SE ‐ G / XEI / XLI) ‐ gasolina ‐ automático / mecânico,00 ‐‐ 01,JFA0249,JFO0210/1,,JFC235,,AKX1961,,
Toyota,Corolla,(XEI / XLI) ‐ gasolina ‐ automático / mecânico,02 ‐‐ 07,JFA0283,JFO0210/1,,JFC235/1,,AKX1963,AKX1963/C,
Toyota,Corolla,(XLI) ‐ gasolina ‐ automático / mecânico,02 ‐‐ 07,JFA0283,JFO0210/1,,JFC235/1,,AKX1963,AKX1963/C,D
Toyota,Corolla,(XLI) ‐ gasolina ‐ automático / mecânico,2008 ‐‐>,JFA0285,JFO0210/1,,FCI1660,,AKX1965,AKX1965/C,D
Toyota,Corolla,Cross flex ‐ (XR / XRE) ‐ automático,2021 ‐‐>,FAP4059,JFO0218,,FCI1660,,AKX1967,AKX1967/C,
Toyota,Corolla,Cross Híbrido ‐ (SE / XRV / XRX) ‐ automático,2021 ‐‐>,FAP4042,JFO0210,,FCI1660,,AKX1967,AKX1967/C,
Toyota,Corolla,Fielder SW ‐ (S / SE ‐ G / XEI) ‐ gasolina ‐ automático,02 ‐‐ 07,JFA0283,JFO0210/1,,JFC235/1,,AKX1963,AKX1963/C,D
Toyota,Corolla,Fielder SW flex ‐ (GLI / SE ‐ G / XEI / XLI) ‐ automático / mecânico,2008 ‐‐>,JFA0285,JFO0210/1,,FCI1660,,AKX1965,AKX1965/C,D
Toyota,Corolla,Fielder SW flex ‐ (S / SE ‐ G / XEI) ‐ automático,02 ‐‐ 07,JFA0283,JFO0210/1,,FCI1660,,AKX1963,AKX1963/C,D
Toyota,Corolla,flex ‐ (Altis / XEI / XRS) ‐ automático,10 ‐‐ 19,JFA0285,WOE803,TFW803,FCI1660,,AKX1965,AKX1965/C,
Toyota,Corolla,flex ‐ (GLI / SE ‐ G / XEI / XLI) ‐ automático,2008 ‐‐>,JFA0285,JFO0210/1,,FCI1660,,AKX1965,AKX1965/C,
Toyota,Corolla,flex ‐ (GLI / UPPER / XEI / XLI) ‐ automático,12 ‐‐ 19,JFA0285,WOE803,TFW803,FCI1660,,AKX1965,AKX1965/C,
Toyota,Corolla,flex ‐ (S / SE ‐ G / XEI) ‐ automático / mecânico,2007,JFA0283,JFO0210/1,,FCI1630,,AKX1962,AKX1962/C,
Toyota,Corolla,gasolina ‐ automático / mecânico,87 ‐‐ 92,JFA0237,JFO0210,,JFC235,,,,
Toyota,Corolla,gasolina ‐ mecânico,85 ‐‐ 87,JFA0226,JFO0210,,,,,,
Toyota,Corona,‐‐,87 ‐‐ 92,JFA0238,JFO0210,,JFC227,,,,
Toyota,Corona,diesel ‐ automático / mecânico,84 ‐‐ 88,JFA0238,JFO0211,WO153,JFC215,,,,
Toyota,Corona,diesel ‐ automático / mecânico,88 ‐‐ 93,JFA0238,JFO0212,,JFC215,,,,
Toyota,Corona,Gli ‐ gasolina ‐ mecânico,83 ‐‐ 87,JFA0609,JFO0210,,JFC235,,,,
Toyota,Etios,flex (X / XS / XLS / Platinum / Cross) ‐ automático / mecânico,2016 ‐‐>,FAP4041,JFO0210,,FCI1660,,AKX2161,AKX2161/C,E
Toyota,Etios,flex (X / XS / XLS) ‐ automático / mecânico,12 ‐‐ 15,FAP4043,JFO0209,,FCI1660,,AKX2161,AKX2161/C,E
Toyota,Etios,flex (X / XS) ‐ automático / mecânico,12 ‐‐ 15,FAP4043,JFO0209,,FCI1660,,AKX2161,AKX2161/C,E
Toyota,Etios,flex (X) ‐ automático / mecânico,2016 ‐‐>,FAP4041,JFO0210,,FCI1660,,AKX2161,AKX2161/C,E
Toyota,FJ Cruiser,gasolina ‐ automático / mecânico,08 ‐‐ 11,JFA0251,JFO0213,,JFC215,,,,
Toyota,Land Cruiser,‐‐,93 ‐‐ 95,JFA0231,JFO0206,WO350,,,,,
Toyota,Land Cruiser,diesel ‐ automático / mecânico,1987 ‐‐>,JFA0231,JFO0213,,JFC215,,,,
Toyota,Land Cruiser,diesel ‐ automático / mecânico,80 ‐‐ 87,JFA0231,JFO0206,WO350,JFC215,,,,
Toyota,Land Cruiser,gasolina ‐ automático / mecânico,1996 ‐‐>,JFA0293,JFO0211,WO153,FCI1566,,,,
Toyota,Land Cruiser,Turbo diesel ‐ (Prado) ‐ automático / mecânico,00 ‐‐ 04,JFA0292,JFO0213,,JFC215,,,,D
Toyota,Land Cruiser,Turbo diesel ‐ (Prado) ‐ automático / mecânico,2004 ‐‐>,JFA0251,JFO0213,,JFC215,,AKX1964,AKX1964/C,D
Toyota,Land Cruiser,Turbo diesel ‐ (SW) ‐ mecânico,85 ‐‐ 90,JFA0227/1,JFO0206,WO350,JFC215,,,,
Toyota,Land Cruiser,Turbo diesel ‐ (SW) ‐ mecânico,90 ‐‐ 96,JFA0227/1,JFO0213,,JFC215,,,,
Toyota,Land Cruiser,Turbo diesel ‐ mecânico,74 ‐‐ 84,JFA0231,JFO0206,WO350,,,,,
Toyota,Land Cruiser,Turbo diesel ‐ mecânico,93 ‐‐ 99,JFA0292,JFO0213,,JFC215,,,,
Toyota,MR2,‐‐,91 ‐‐ 94,FAP3604,JFO0210/1,,,,,,
Nome da Montadora,Nome do Modelo,Classificação do Modelo,Ano,Filtro do Ar,Filtro do Óleo,Filtro do Óleo Opcional,Filtro do Combustível,Filtro de Combustível Opcional,Filtro de Cabine,Filtro de Cabine com Carvão,Posição
Toyota,Paseo,‐‐,92 ‐‐ 96,JFA0297,JFO0210,,JFC227,,,,
Toyota,Prévia,(LE) ‐ gasolina ‐ automático,90 ‐‐ 00,JFA0299,,,JFC298,,,,
Toyota,Prévia,(LX) ‐ gasolina ‐ automático,90 ‐‐ 00,JFA0299,JFO0211,WO153,JFC518,,,,
Toyota,Prius,(Hybrid) ‐ gasolina ‐ automático,12 ‐‐ 15,JFA0289,WOE803,TFW803,,,AKX1967,AKX1967/C,D
Toyota,Prius,(Hybrid) ‐ gasolina ‐ automático,2016 ‐‐>,FAP4042,WOE803,TFW803,,,AKX1967,AKX1967/C,D
Toyota,Rav4,(TOP) ‐ gasolina ‐ automático / mecânico,15 ‐‐ 19,JFA0285,JFO0210/1,,,,AKX1965,AKX1965/C,D
Toyota,Rav4,(VVTI) ‐ gasolina ‐ automático / mecânico,01 ‐‐ 05,JFA0276,JFO0210,,JFC285,,AKX1962,AKX1962/C,D
Toyota,Rav4,gasolina ‐ automático,06 ‐‐ 08,JFA0257,JFO0214,,JFC285,,AKX1965,AKX1965/C,D
Toyota,Rav4,gasolina ‐ automático,08 ‐‐ 12,JFA0257,JFO0214,,JFC214,,AKX1965,AKX1965/C,D
Toyota,Rav4,gasolina ‐ automático,2013 ‐‐>,JFA0285,WOE802,,,,AKX1965,AKX1965/C,D
Toyota,Rav4,gasolina ‐ automático / mecânico,01 ‐‐ 05,JFA0284,JFO0214,,JFC285,,AKX1962,AKX1962/C,D
Toyota,Rav4,gasolina ‐ automático / mecânico,2013 ‐‐ >,JFA0202,WOE803,TFW803,,,AKX1965,AKX1965/C,D
Toyota,Rav4,gasolina ‐ automático / mecânico,99 ‐‐ 00,JFA0238,JFO0210,,JFC227,,,,D
Toyota,Rav4,Hybrid 4x4 ‐ (S / SX) ‐ automático,2019 ‐‐>,FAP4059,JFO0218,,,,AKX1967,AKX1967/C,
Toyota,Supra,(XLE) ‐ gasolina ‐ mecânico,1993,JFA0233,JFO0211,WO153,JFC226,,,,
Toyota,Supra,(XLE) ‐ gasolina ‐ mecânico,94 ‐‐ 95,JFA0293,JFO0211,WO153,,,,,
Toyota,Yaris,flex (XL) ‐ automático / mecânico,18 ‐‐ 22,FAP4041,JFO0210/1,,FCI1660,,AKX1965,AKX1965/C,D
Toyota,Yaris,flex (XS / XLS) ‐ automático / mecânico,2018 ‐‐>,FAP4041,JFO0210/1,,FCI1660,,AKX1965,AKX1965/C,D
Troller,Pantanal,TDI Turbo diesel Eletronico ‐ (CS / Capota Rigida / Lona) ‐ mecânico,2006 ‐‐>,WR200/8,WOE130,,FCD2061,,,,
Troller,T4,Turbo diesel ‐ (Capota Rigida / Lona / Desert Storm) ‐ mecânico,2006 ‐‐>,WR200/8,WOE130,,FCD2061,,,,
Troller,T4,Turbo diesel ‐ (Capota Rigida / Lona / TGV) ‐ mecânico,2012 ‐‐>,JFA0575,WO540,,FCD0775,,,,
Troller,T4,Turbo diesel ‐ (Capota Rigida / Lona) ‐ mecânico,01 ‐‐ 02,WR200/5,WO540,,FCD2066,,,,
Troller,T4,Turbo diesel ‐ (Capota Rigida / Lona) ‐ mecânico,02 ‐‐ 05,WR200/5,WO540,,FCD2064,,,,
Volkswagen,Apolo,(GL / GLS / VIP) ‐ gasolina ‐ mecânico,90 ‐‐ 92,FAP4034,WO370,WUNI0002,FCC225,,,,
Volkswagen,Bora,(Comfortline) ‐ gasolina ‐ automático / mecânico,99 ‐‐ 07,FAP4045,WO181,WUNI0002,FCI1288,,AKX35132,AKX35132/C,A
Volkswagen,Bora,flex ‐ automático / mecânico,07 ‐‐ 11,FAP4045,WO181,WUNI0002,FCI1288,,AKX35132,AKX35132/C,A
Volkswagen,Bora,gasolina ‐ automático,2000,FAP9120,WO340,WUNI0002,FCI1288,,AKX35132,AKX35132/C,A
Volkswagen,Bora,gasolina ‐ mecânico,1998,FAP4045,WO181,WUNI0002,FCI1288,,AKX35132,AKX35132/C,A
Volkswagen,Bora,gasolina ‐ mecânico,2000,FAP3287,WO340,WUNI0002,FCI1288,,AKX35132,AKX35132/C,A
Volkswagen,Bora,gasolina ‐ mecânico,98 ‐‐ 00,FAP4045,WO181,WUNI0002,FCI1288,,AKX35132,AKX35132/C,A
Volkswagen,Cross Fox,‐‐,2010 ‐‐>,FAP7007,WO340,WUNI0002,FCI1620,,AKX35163,AKX35163/C,E
Volkswagen,Cross Fox,Total flex (MI) ‐ automático / mecânico,05 ‐‐ 09,FAP3287,WO340,WUNI0002,FCI1620,,AKX35163,AKX35163/C,E
Volkswagen,Cross Fox,Total flex (MSI / I‐motion),2014 ‐‐>,FAP2219,WO545,,FCI1620,,AKX35163,AKX35163/C,E
Volkswagen,Eos,TFSI Turbo ‐ gasolina ‐ mecânico / tiptronic,2008 ‐‐>,FAP9025,WO592,,FCI1304,,AKX1100,AKX1100/C,E
Volkswagen,Eos,TFSI Turbo ‐ gasolina ‐ mecânico / tiptronic,2008 ‐‐>,FAP6012,WOE640,,FCI1304,,AKX1100,AKX1100/C,E
Volkswagen,Eos,TFSI Turbo ‐ gasolina ‐ mecânico / tiptronic,2011 ‐‐>,FAP6012,WOE640,,FCI1304,,AKX1100,AKX1100/C,E
Volkswagen,Eurovan,‐‐,98 ‐‐ 00,FAP4848,,,FCD2067,,,,
Volkswagen,Fox,‐‐,03 ‐‐ 06,FAP3287,WO340,WUNI0002,FCI1620,,AKX35163,AKX35163/C,E
Volkswagen,Fox,‐‐,03 ‐‐ 06,FAP2214,WO340,WUNI0002,FCI1696,,AKX35163,AKX35163/C,E
Volkswagen,Fox,flex ‐ (Connect / Xtreme) ‐ manual / automático,2018 ‐‐>,FAP7007,WO545,,FCI1620,,AKX35163,AKX35163/C,E
Volkswagen,Fox,Total flex (G6 ‐ BlueMotion) ‐ mecânico,2014 ‐‐>,FAP3288,WO545,,FCI1630,,AKX35163,AKX35163/C,E
Volkswagen,Fox,Total flex (MI / City / Plus / Route) ‐ mecânico,08 ‐‐ 09,FAP2214,WO340,WUNI0002,FCI1696,,AKX35163,AKX35163/C,E
Volkswagen,Fox,Total flex (MI / City / Plus / Sportline / Sports) ‐ mecânico,03 ‐‐ 08,FAP2214,WO340,WUNI0002,FCI1696,,AKX35163,AKX35163/C,E
Volkswagen,Fox,Total flex (MI / Imotion / Extreme / BlueMotion / Prime) ‐ mecânico,10 ‐‐ 13,FAP3287,WO340,WUNI0002,FCI1620,,AKX35163,AKX35163/C,E
Volkswagen,Fox,Total flex (MI / Plus / Route / Sportline / Sports) ‐ mecânico,03 ‐‐ 10,FAP3287,WO340,WUNI0002,FCI1620,,AKX35163,AKX35163/C,E
Volkswagen,Fox,Total flex (MI / Trend / Sunrise) ‐ mecânico,10 ‐‐ 13,FAP2214,WO340,WUNI0002,FCI1696,,AKX35163,AKX35163/C,E
Volkswagen,Fox,Total flex (MSI / Highline / Highline Imotion / Comfortline / Comfortline Imotion / Pepper / Trendline),2014 ‐‐>,FAP2219,WO545,,FCI1620,,AKX35163,AKX35163/C,E
Volkswagen,Fusca,‐‐,2014 ‐‐>,FAP6012,WOE624,TFW624,FCI1304,,AKX1100,AKX1100/C,E
Volkswagen,Fusca,TSI ‐ (TSI / TSI DSG) ‐ gasolina ‐ automático / mecânico,12 ‐‐13,FAP6012,WO592,,FCI1304,,AKX1100,AKX1100/C,E
Volkswagen,Gol,‐‐,94 ‐‐ 97,WR201,WO370,WUNI0002,FCI1887,FCI1640,,,
Volkswagen,Gol,(CFI ‐ MI / CL / CLI / Atlanta / TSI) ‐ álcool ‐ mecânico,94 ‐‐ 97,WR201,WO370,WUNI0002,,,,,
Volkswagen,Gol,(EFI ‐ GTI) ‐ gasolina ‐ mecânico,94 ‐‐ 95,FAP4049,WO370,WUNI0002,FCI1887,FCI1640,AKX35279,,A
Volkswagen,Gol,(EFI ‐ MI / GL) ‐ álcool ‐ mecânico,97 ‐‐ 98,FAP4049,WO370,WUNI0002,,,AKX35279,,A
Volkswagen,Gol,(EFI ‐ MI / GLS) ‐ gasolina ‐ mecânico,96 ‐‐ 02,FAP4049,WO370,WUNI0002,,,AKX35279,,A
Volkswagen,Gol,(EFI ‐ MI / Power / Rallye) ‐ gasolina ‐ mecânico,2004 ‐‐>,FAP4049,WO370,WUNI0002,FCI1620,,AKX35279,,A
Volkswagen,Gol,(EFI ‐ MI) ‐ gasolina ‐ mecânico,97 ‐‐ 02,FAP4049,WO370,WUNI0002,FCI1620,,AKX35279,,A
Volkswagen,Gol,(EFI ‐ TSI) ‐ álcool ‐ mecânico,97 ‐‐ 98,FAP4049,WO370,WUNI0002,,,AKX35279,,A
Volkswagen,Gol,(G2 ‐ 1000 EFI) ‐ álcool ‐ mecânico,97 ‐‐ 01,WR201,WO340,WUNI0002,FCC225,,,,
Volkswagen,Gol,(G2 ‐ MI / Pus / Ouro) ‐ gasolina / álcool ‐ mecânico,97 ‐‐ 01,FAP4049,WO340,WUNI0002,FCI1620,,,,
Volkswagen,Gol,(G2 ‐ Special / Plus / 1000) ‐ gasolina ‐ mecânico,92 ‐‐ 96,FAP4034,WO240,WUNI0001,FCC225,,,,
Volkswagen,Gol,(G2 ‐ Special / Trend / EFI / MI Plus) ‐ gasolina ‐ mecânico,96 ‐‐ 02,WR201,WO340,WUNI0002,FCI1620,,,,
Volkswagen,Gol,(G2 e G3 ‐ EFI ‐ MI / Power) ‐ álcool ‐ mecânico,05 ‐‐ 06,FAP4049,WO370,WUNI0002,FCI1696,,AKX35279,,A
Volkswagen,Gol,(G2 e G3 ‐ EFI ‐ MI / Power) ‐ álcool ‐ mecânico,97 ‐‐ 05,FAP4049,WO370,WUNI0002,FCI1620,,,,A
Volkswagen,Gol,(G2 e G3 ‐ EFI ‐ MI / Power) ‐ gasolina ‐ mecânico,97 ‐‐ 02,FAP4049,WO370,WUNI0002,FCI1620,,AKX35279,,A
Volkswagen,Gol,(G3 e G4 ‐ MI / City / Plus / Trend / Tech / Power) ‐ álcool ‐ mecânico,02 ‐‐ 05,WR201,WO340,WUNI0002,FCI1620,,AKX35279,,A
Volkswagen,Gol,(G3 e G4 ‐ MI / City / Plus / Trend / Tech / Power) ‐ gasolina ‐ mecânico,02 ‐‐ 13,FAP2214,WO340,WUNI0002,FCI1620,,AKX35279,,A
Volkswagen,Gol,(G3 e G4 ‐ MI / Fun / Highway / Sport / Plus / Power) ‐ gasolina ‐ mecânico,01 ‐‐ 03,FAP3287,WO340,WUNI0002,FCI1620,,AKX35279,,A
Volkswagen,Gol,(GTI) ‐ álcool ‐ mecânico,94 ‐‐ 97,WR201,WO370,WUNI0002,FCI1887,FCI1640,,,
Volkswagen,Gol,Argentino ‐ gasolina ‐ mecânico,93 ‐‐ 94,WR201,WO340,WUNI0002,FCC225,,,,
Volkswagen,Gol,flex (G1) ‐ mecânico,89 ‐‐ 94,FAP4034,WO240,WUNI0001,FCC225,,,,
Nome da Montadora,Nome do Modelo,Classificação do Modelo,Ano,Filtro do Ar,Filtro do Óleo,Filtro do Óleo Opcional,Filtro do Combustível,Filtro de Combustível Opcional,Filtro de Cabine,Filtro de Cabine com Carvão,Posição
Volkswagen,Gol,flex (G2 ‐ CFI ‐ MI / Power) ‐ mecânico,94 ‐‐ 97,WR201,WO370,WUNI0002,FCI1640,,,,
Volkswagen,Gol,flex (G4 e G5) ‐ mecânico,04 ‐‐ 08,FAP2214,WO340,WUNI0002,FCI1696,,AKX35279,,A
Volkswagen,Gol,Total flex ‐ (G3 e G4 ‐ MI / Plus / Power) ‐ mecânico,03 ‐‐ 08,FAP4049,WO370,WUNI0002,FCI1696,,AKX35279,,A
Volkswagen,Gol,Total flex ‐ (G5 ‐ MI / City / Trend) ‐ mecânico,08 ‐‐ 10,FAP2214,WO340,WUNI0002,FCI1630,,AKX35162,,A
Volkswagen,Gol,Total flex (EFI ‐ MI / Power / Rallye) ‐ mecânico,03 ‐‐ 08,FAP4049,WO370,WUNI0002,FCI1696,,AKX35279,,A
Volkswagen,Gol,Total flex (G5 / G6 / G7 / MSI / Rallye / Imotion) ‐ mecânico,2014 ‐‐>,FAP2219,WO545,,FCI1630,,AKX35163,AKX35163/C,E
Volkswagen,Gol,Total flex (G5 / G6 / MI / Power / Imotion / Rallye) ‐ mecânico,08 ‐‐ 15,FAP7007,WO340,WUNI0002,FCI1630,,AKX35163,AKX35163/C,E
Volkswagen,Gol,Total flex (G5 e G6 ‐ MI / Black / Ecomotion / Track) ‐ mecânico,11 ‐‐ 15,FAP2214,WO340,WUNI0002,FCI1630,,AKX35163,AKX35163/C,E
Volkswagen,Gol,Total flex (G6 / G7 / MI / Power / Imotion / Rallye) ‐ mecânico,2008 ‐‐>,FAP7007,WO545,,FCI1630,,AKX35163,AKX35163/C,E
Volkswagen,Gol,Total flex (G7 ‐ Trendline / Comfortline) ‐ mecânico,2016 ‐‐>,FAP3288,WO545,,FCI1630,,AKX35163,AKX35163/C,E
Volkswagen,Gol,Total flex (MSI / Comfortline / Trendline / Highline) ‐ automático / mecânico,2016 ‐‐>,FAP7007,WO545,,FCI1630,,AKX35163,AKX35163/C,E
Volkswagen,Gol,Turbo ‐ (G3) ‐ gasolina ‐ mecânico,00 ‐‐ 04,FAP4049,WO341,WUNI0002,FCI1620,,AKX35279,,A
Volkswagen,Golf,‐‐,91 ‐‐ 97,FAP4827,WO370,WUNI0002,FCI1105A,,AKX35132,AKX35132/C,A
Volkswagen,Golf,(G3 ‐ GLX / GTI / Cabrio) ‐ gasolina ‐ automático / mecânico / tiptronic,91 ‐‐ 97,FAP4827,WO370,WUNI0002,FCI1105A,,AKX35132,AKX35132/C,A
Volkswagen,Golf,(G3 ‐ Importado ‐ MI) ‐ gasolina ‐ mecânico,94 ‐‐ 97,FAP4827,WO181,WUNI0002,FCI1105A,,AKX35132,AKX35132/C,A
Volkswagen,Golf,(G3 ‐ VR6 Syncro) ‐ gasolina ‐ mecânico,94 ‐‐ 95,FAP4827,WEO0600,,FCI1105A,,AKX35132,AKX35132/C,A
Volkswagen,Golf,(G3 ‐ VR6 Syncro) ‐ gasolina ‐ mecânico,96 ‐‐ 97,FAP4827,WOE620,,FCI1105A,,AKX35132,AKX35132/C,A
Volkswagen,Golf,(G3 ‐ VR6) ‐ gasolina ‐ mecânico,92 ‐‐ 95,FAP4827,WEO0600,,FCI1105A,,AKX35132,AKX35132/C,A
Volkswagen,Golf,(G3 ‐ VR6) ‐ gasolina ‐ mecânico,96 ‐‐ 97,FAP4827,WOE620,,FCI1105A,,AKX35132,AKX35132/C,A
Volkswagen,Golf,(G4 ‐ MI / Comfortline / Sport) ‐ gasolina ‐ automático / mecânico / tiptronic,98 ‐‐ 07,FAP4045,WO181,WUNI0002,FCI1288,,AKX35634,AKX35634/C,A
Volkswagen,Golf,(G4 ‐ Nacional ‐ MI / Trip / Sport) ‐ gasolina ‐ mecânico,01 ‐‐ 06,FAP3287,WO340,WUNI0002,FCI1300,FCI1301,AKX35634,AKX35634/C,A
Volkswagen,Golf,(G4 ‐ Nacional ‐ MI / Trip / Sport) ‐ gasolina ‐ mecânico,98 ‐‐ 01,FAP4045,WO181,WUNI0002,FCI1288,,AKX35634,AKX35634/C,A
Volkswagen,Golf,(G5 ‐ MI / Black / Sportline / GT / Silver) ‐ gasolina ‐ automático / mecânico / tiptronic,2007 ‐‐>,FAP4045,WO181,WUNI0002,FCI1288,,AKX35132,AKX35132/C,A
Volkswagen,Golf,(G6 ‐ GTI / DSG) ‐ gasolina ‐ automático / mecânico / tiptronic,18 ‐‐ 19,FAP9065,WOE624,TFW624B,,,AKX35281,AKX35281/C,E
Volkswagen,Golf,flex (G7 ‐ Comfortline) ‐ automático / mecânico,2016 ‐‐>,FAP2219,WO545,,FCI1630,,AKX1129F,AKX1129/CF,E
Volkswagen,Golf,flex TSI (Comfortline) ‐ automático,2017 ‐‐>,FAP3599,WO346,,FCI1630,,AKX35281,AKX35281/C,E
Volkswagen,Golf,GTE,2020 ‐‐>,FAP3285,WO346,,FCI1630,,AKX35281,AKX35281/C,E
Volkswagen,Golf,Total flex (G4 ‐ MI / Black / Silver) ‐ mecânico,06 ‐‐ 07,FAP3287,WO340,WUNI0002,FCI1696,,AKX35634,AKX35634/C,A
Volkswagen,Golf,Total flex (G5 ‐ MI / Black / Sportline / GT / Silver) ‐ automático / mecânico / tiptronic,2007 ‐‐>,FAP4045,WO181,WUNI0002,FCI1288,,AKX35634,AKX35634/C,A
Volkswagen,Golf,Total flex (G5 ‐ MI / Tech / Flash / Sportline) ‐ mecânico,2007 ‐‐>,FAP3287,WO340,WUNI0002,FCI1630,,AKX35132,AKX35132/C,A
Volkswagen,Golf,TSI (G7 ‐ ComfortLine / Highline) ‐ gasolina ‐ automático / mecânico,13 ‐‐ 15,FAP3285,WO346,,,,AKX35281,AKX35281/C,E
Volkswagen,Golf,TSI (G7 ‐ ComfortLine / Highline) ‐ gasolina ‐ automático / mecânico,16 ‐‐ 19,FAP3285,WO346,,FCI1630,,AKX35281,AKX35281/C,E
Volkswagen,Golf,Turbo (G4 ‐ MI / GTI / Sport) ‐ gasolina ‐ automático / mecânico / tiptronic,2001 ‐‐>,FAP4045,WO181,WUNI0002,FCI1288,,AKX35132,AKX35132/C,A
Volkswagen,Golf,Turbo (G4 ‐ MI / GTI / Sport) ‐ gasolina ‐ automático / mecânico / tiptronic,2007 ‐‐>,FAP4045,WO181,WUNI0002,FCI1288,,AKX35132,AKX35132/C,A
